Key,Description,Standard,Chinese,Japanese,TraditionalChinese,French,Korean,Basque,Italian,Spanish,Deutsch,Russian,Turkish,Brazilian,Polish
SAY.MushroomForestScene.BlueCurlyMushroomMushroomForest FlowChart.87.Blue Curly Mushroom,,You still haaa~ve {$mushroomsLeft} to find~,你还需要找到{$mushroomsLeft}个蘑菇,残ってるキノコはーあと{$mushroomsLeft}体だー,你還需要找到{$mushroomsLeft}個蘑菇,Il te faaau~t encore trouver {$mushroomsLeft} champis~,아직~ {$mushroomsLeft}개를 더 찾아야 해~,Oraindik falta zaaai~zkizun ooo~nddoak: {$mushroomsLeft}~,Rimaaan~gono {$mushroomsLeft} funghi da trovare~,Aún te queee~dan {$mushroomsLeft} por encontraaar~,Du musst nooo~ch {$mushroomsLeft} finden~,Остааа~алось ещёё {$mushroomsLeft}~,Bulman gere~keeen {$mushroomsLeft} mantar kaldı~,Você ainda teee~m {$mushroomsLeft} para encontrar~,Nadal maaasz {$mushroomsLeft} do znaleezienia~
SAY.MushroomForestScene.BlueCurlyMushroomMushroomForest FlowChart.89.Blue Curly Mushroom,,See youu~uu around duu~ude!,"回头见,伙计!",そんじゃーまたなー！,"回頭見,夥計!",À laa~a revoyuu~uure !,그러~엄 다음에 보자아~!,Ikusikoo~oo duguu~uu elkaa~aar!,Ci si vee~de amii~co!,¡Nos vee~~emos coleee~~ega!,"Bis dee~eemnächst, Freu~nd!","До встрее~еечи, чуваа~ак!",Görüü~şürüüz doss~tuum!,Te veee~jo por aí caaa~araa!,Do nastęę~pnego razu goo~ościu!
SAY.MushroomForestScene.BlueCurlyMushroomMushroomForest FlowChart.85.Blue Curly Mushroom,,Youu found all of us!,你找到了我们所有人!,全員見つけたなー！,你找到了我們所有人!,Nous avons toouus été découverts !,우리 모두를 찾았구나!,Guztiok aurkittu gaittuzzzu!,Ci hai trovati tuuutti!,¡Noos has encontrado a todoos!,Duu hast uns alle gefunden!,Тыы нашёл нас всех!,Hepimizi buldun!,Você achou todos nós!,Znalaazłeś nas wszystkich!
SAY.MushroomForestScene.BlueCurlyMushroomMushroomForest FlowChart.93.Blue Curly Mushroom,,We will be waiting in the sa~acred gate far to the west~,我们会在西边远处的神圣之门里等你,西にある聖なる門で待ってるぞー！,我們會在西邊遠處的神聖之門裏等你,Nous attendrons au portaa~ail sacré à l'Ouest~,서쪽에 있는 신성한 문에서 기다릴게~.,Baso~oko espirittuarekin batera ittarongo zaittugu mendebalderantzzzz~,Ti aspetteremo al cancello sa~acro a ovest~,Te estaree~emos esperando al la~ado de la puerta al oeste~,Wir warten beim he~eiligen Tor weit im Westen~,Мы будем ждать у свящее~енных врат далеко на западе~,En batıdaki ku~utsal geçitte seni bekliyor olacağız~,Nós estaremos te esperando no po~ortão sagrado bem ao oeste~,Będziemy czekać przy święę~ętej bramie na zachodzie~
SAY.MushroomForestScene.TealWizardMushroomMushroomForest FlowChart.28.Teal Wizard Mushroom,,"Wow, you found me!","哇, 你找到我了!",ああ、見つけられた！,"哇,你找到我了!","Eh bien, tu m'as trouvé !",날 찾아냈구나!,"Hara, aurkitu nauzu!","Wow, mi hai trovato!",¡Guau! ¡Me has encontrado!,"Wow, du hast mich gefunden!","Вау, ты нашёл меня!","Vay, beni buldun!","Uau, você me achou!","Łał, znalazłeś mnie!"
SAY.MushroomForestScene.TealWizardMushroomMushroomForest FlowChart.27.Teal Wizard Mushroom,,You still have {$mushroomsLeft} to find!,你还需要找到{$mushroomsLeft}个蘑菇,残りのキノコはあと{$mushroomsLeft}体。,你還需要找到{$mushroomsLeft}個蘑菇,Il te faut encore en trouver {$mushroomsLeft} !,앞으로 버섯 {$mushroomsLeft}개를 더 찾아야 해!,Oraindik falta zaizkizun onddoak: {$mushroomsLeft},Levatevi dai piedi!,¡Aún te quedan {$mushroomsLeft} setas por encontrar!,Du musst noch {$mushroomsLeft} finden!,Осталось найти ещё {$mushroomsLeft}!,Bulman gereken {$mushroomsLeft} mantar kaldı!,Você ainda tem {$mushroomsLeft} para encontrar!,Nadal masz {$mushroomsLeft} do znalezienia!
SAY.MushroomForestScene.TealWizardMushroomMushroomForest FlowChart.62.Teal Wizard Mushroom,,See you!,再见!,それじゃあ！,再見!,À bientôt !,다음에 봐!,Aio!,Ci vediamo!,¡Nos vemos!,Bis bald!,Увидимся позже!,Görüşürüz!,Até mais!,Widzę cię!
SAY.MushroomForestScene.TealWizardMushroomMushroomForest FlowChart.57.Teal Wizard Mushroom,,"Wow, you found all of us!","哇, 你找到了我们所有人!",おお、全員見つけたんだ！,"哇,你找到了我們所有人!","Incroyable, tu nous as tous retrouvés !","우와, 전부 찾아냈구나!","Hara, guztiok aurkitu gaituzu!","Incredibile, non ne hai lasciato uno!",¡Guau! ¡Nos has encontrado a todos!,"Wow, du hast uns alle gefunden!","Ого, ты нашёл нас всех!","Vay, hepimizi buldun!","Uau, você achou todos nós!","Łał, znalazłeś nas wszystkich!"
SAY.MushroomForestScene.TealWizardMushroomMushroomForest FlowChart.108.Teal Wizard Mushroom,,There comes a time for us all.,我们所有人都有时间,誰にでもその時は来る。,我們所有人都有時間,Le temps finit toujours par nous rattraper.,이런 때가 오다니.,Guztiontzako denbora bat dator.,Tocca a tutti prima o poi.,Siempre hay una primera vez.,Es kommt eine Zeit für uns alle.,Рано или поздно придёт черёд каждого.,Sanırım zamanı geldi.,O tempo chega para todos nós.,Nadejdzie czas dla nas wszystkich.
SAY.MushroomForestScene.SavePointFlowChart.1.Save Point,,"Hello there, little red one.",你好啊小红人!,やあ、小さくて赤いお方。,你好啊小紅人,"Bonjour, petit chaperon rouge.","안녕하세요, 작고 빨간 분.","Kaixo, gorri txiki hori.","Ciao, piccolo omino rosso.","Buenas, caperucita roja.","Hallo, kleiner Roter.","Привет, красненький.","Merhaba, kırmızılı küçük.","Olá, vermelhinho.","Witaj, czerwoniutki."
SAY.MushroomForestScene.SavePointFlowChart.3.Save Point,,Do you want to save?,你要保存吗?,セーブする？,你要保存嗎?,Souhaites-tu sauvegarder ?,저장하시겠습니까?,Gorde egin nahi al duzu?,Vuoi salvare?,¿Quieres guardar?,Möchtest du speichern?,Ты хочешь сохраниться?,Kaydetmek ister misin?,Você gostaria de salvar?,Czy chcesz zapisać grę?
MENU.MushroomForestScene.SavePointFlowChart.4,,Yes,是,はい,是,Oui,예,Bai,Sì,Sí,Ja,Да,Evet,Sim,Tak
MENU.MushroomForestScene.SavePointFlowChart.6,,No,否,いいえ,否,Non,아니오,Ez,No,No,Nein,Нет,Hayır,Não,Nie
SAY.MushroomForestScene.SavePointFlowChart.13.Save Point,,Good...,好..,よし…,好..,Très bien...,좋아요...,Ongi...,Bene...,Bien...,Gut...,Хорошо...,İyi...,Bom...,Dobrze...
SAY.MushroomForestScene.SavePointFlowChart.86.Save Point,,Don't run around too much here.,这里不值得你来回溜达,あんまりここで走り回りすぎちゃいけないよ。,這裏不值得你來回溜達,Ne passe pas trop de temps à courir par ici.,여기서 너무 많이 돌아다니지 마세요.,Ez zaitez hemendik luze geratu.,Io non resterei a gironzolare qui intorno.,No te des muchas vueltas por aquí.,Renn hier nicht zu viel herum.,Особо сильно не броди здесь.,Buralarda çok gezinme.,Não corra tanto por aqui.,Nie biegaj tutaj zbyt dużo.
SAY.MushroomForestScene.SavePointFlowChart.130.Save Point,,"If you spend too much time in the Mushroom Forest,",如果你在蘑菇森林中花费太多时间,このキノコの森に長く滞在しすぎると。,如果你在蘑菇森林中花費太多時間,Si tu restes trop longtemps dans la forêt champignon...,버섯 숲에서 너무 많은 시간을 보내면,"Onddoekin nahiko denbora pasaz gero,","Se stai troppo tempo nel bosco dei funghi,","Si pasas mucho tiempo en el bosque de las setas,","Wenn du zu viel Zeit im Pilzwald verbringst,","Если слишком много времени провести в Грибном лесу,",Mantar ormanında çok vakit geçirirsen.,"Se você ficar muito tempo na Floresta dos Cogumelos,","Jeśli będziesz zbyt długo w Grzybowym Lesie,"
SAY.MushroomForestScene.SavePointFlowChart.131.Save Point,,you might{w=1} {color=#d400e7}change{/color}...,你可能会有一些{w=1}{color=#d400e7}变化{/color}..,自分が{w=1}{color=#d400e7}変わっちゃう{/color}かも…,你可能會有一些{w=1}{color=#d400e7}變化{/color}..,Tu risques de{w=1} {color=#d400e7}changer{/color}...,당신은{w=1} {color=#d400e7}변할 {/color}수도 있어요...,agian{w=1} {color=#d400e7}alda zintezke{/color}...,potresti {w=1} {color=#d400e7}cambiare{/color}...,podrías{w=1} {color=#d400e7}cambiar{/color}...,könntest du dich{w=1} {color=#d400e7}verändern{/color}...,то можно{w=1} {color=#d400e7}измениться{/color}...,"Belki{w=1}, {color=#d400e7}değişebilirsin{/color}...",você talvez{w=1} {color=#d400e7}mude{/color}...,możesz się{w=1} {color=#d400e7}zmienić{/color}...
SAY.MushroomForestScene.SavePointFlowChart.7.Save Point,,I see...,我懂了..,なるほど…,我懂了..,Je vois...,그래요...,Jakina...,Capisco...,Ya veo...,Ich verstehe...,Понятно...,Anladım...,Entendo...,Rozumiem...
SAY.MushroomForestScene.SavePointFlowChart.283.Save Point,,I've had a GREAT time!,我的过去是一段非常愉快的时光,僕はすっごく楽しんだよ！,我的過去是一段非常愉快的時光,C'était GÉNIAL !,지금껏 참 즐거웠었죠!,Denbora EDERRA pasa dut!,Mi sono divertito UN BOTTO!,¡Me lo he pasado GENIAL!,Ich hatte eine GROSSARTIGE Zeit!,Я ОТЛИЧНО провёл время!,HARİKA vakit geçirdim!,Eu me diverti MUITO!,Było ŚWIETNIE!
SAY.MushroomForestScene.SavePointFlowChart.314.Save Point,,But I look forward to new horizons.,但我更期待拥有新的生活,でも、新しい場所も楽しみだ。,但我更期待擁有新的生活,Mais je me prépare pour de nouveaux horizons.,하지만 새 지평을 보는 것도 나쁘지 않을 것 같아요.,Baina beste aukera baten bila jo beharko dut ere.,Ma voglio fare nuove esperienze.,Pero va siendo hora de cambiar de aires.,Aber ich freue mich auf neue Horizonte.,Но пора постигать новые горизонты.,Ama yeni denizlere yelken açmak da isterim.,Mas eu busco por novos horizontes.,Ale patrzę w przód po nowe horyzonty.
SAY.Treasury.Arm FlowChart.92.Empty,,Do you want to pick up the arm?,你想拿起手臂吗?,腕を拾う？,你想拿起手臂嗎?,Souhaitez-vous prendre le bras ?,팔을 가져가겠습니까?,Besoa jaso nahi al duzu?,Vuoi prendere il braccio?,¿Quieres recoger el brazo?,Möchtest du den Arm aufheben?,Вы хотите взять руку?,Kolunu almak ister misin?,Você quer pegar o braço?,Czy chcesz podnieść rękę?
MENU.Treasury.Arm FlowChart.100,,Yes,是,はい,是,Oui,예,Bai,Sì,Sí,Ja,Да,Evet,Sim,Tak
MENU.Treasury.Arm FlowChart.101,,No,否,いいえ,否,Non,아니오,Ez,No,No,Nein,Нет,Hayır,Não,Nie
SAY.Treasury.Arm FlowChart.109.Empty,,Are you sure?,你确定吗?,本当によろしいですか？,你確定嗎?,Êtes-vous certain ?,정말 확실합니까?,Ziur al zaude?,Sei sicuro?,¿Estás seguro?,Bist du sicher?,Вы уверены?,Emin misin?,Você tem certeza?,Jesteś pewien?
MENU.Treasury.Arm FlowChart.123,,Yes,是,はい,是,Oui,예,Bai,Sì,Sí,Ja,Да,Evet,Sim,Tak
MENU.Treasury.Arm FlowChart.124,,No,否,いいえ,否,Non,아니오,Ez,No,No,Nein,Нет,Hayır,Não,Nie
SAY.Treasury.Arm FlowChart.162.Empty,,You picked up your own arm.,你终于拿到了自己的手臂,自分の腕を拾った,你終於拿到了自己的手臂,Vous reprenez votre bras.,당신은 당신의 팔을 들었다.,Zeure besoa jaso duzu.,Hai ottenuto il tuo braccio.,Has recuperado tu brazo.,Du hast deinen Arm aufgehoben.,Вы взяли свою руку.,Kolunu aldın,Você pegou o seu próprio braço.,Podniosłeś swoją własną rękę.
SAY.WhitemaskGathering.ObjectFlowChart 4.404.Lost Spirit,,My work is not done,"我会继续下去,",私の務めはまだ終わらない。,"我會繼續下去,","Mon travail ne sera pas terminé,","내 임무는 아직 끝나지 않았어,",Nire lana ez da amaituta egongo,"Il mio lavoro non è ancora finito,",Mi trabajo no habrá terminado,"Meine Werk ist nicht getan,","Моя работа ещё не окончена,","İşim henüz bitmedi,","Meu trabalho está não está terminado,",Moja praca nie została wykonana
SAY.WhitemaskGathering.ObjectFlowChart 4.161.Lost Spirit,,until I've had my revenge.,直到我报了仇.\n,復讐を果たすまでは。\n,直到我報了仇.\n,tant que je n'aurai pas pris ma revanche.\n,복수를 하기 전까지는.\n,nire mendekua hartu arte.\n,non finchè non avrò la mia vendetta.\n,hasta que me haya vengado.,bis ich meine Rache gehabt habe.,пока я не отомщу.,İntikamımı almadan olmaz.\n,até que eu tenha minha vingança.,dopóki nie dokonam zemsty.
SAY.WhitemaskGathering.ObjectFlowChart 4.408.Lost Spirit,,I wish I could leave this place someday.,我希望有一天我可以离开这个地方.,いつかこの場所を離れることが出来たなら。,我希望有一天我可以離開這個地方.,Je souhaite pouvoir quitter cet endroit un jour.,언젠가 이 곳을 나갈 수 있으면 좋겠어.,Toki honetatik atera ahalko banintz...,Spero di poter lasciare questo luogo un giorno.,Ojalá poder irme de aquí algún día.,"Ich wünschte, ich könnte diesen Ort verlassen.",Хотел бы я когда-нибудь покинуть это место.,Keşke günün birinde burayı terk edebilsem.,Eu gostaria de poder sair desse lugar um dia.,Chciałbym kiedyś opuścić to miejsce.
SAY.WhitemaskGathering.ObjectFlowChart 2.151.Lost Spirit,,What are you doing?,你在做什么?,何をしているんだ？,你在做什麼?,Que faites-vous ?,지금 뭐하는 거야?,Zertan zabiltza?,Che fai?,¿Qué estás haciendo?,Was tust du denn?,Что ты делаешь?,Ne yapıyorsun?,O que você está fazendo?,Co robisz?
SAY.WhitemaskGathering.ObjectFlowChart 2.165.Lost Spirit,,"Oh, again?","哦, 又来了?",おや、またか？,"哦,又來了?","Oh, encore ?","어, 또?","Berriz ere, ala?","Oh, di nuovo?","Oh, ¿otra vez?","Oh, schon wieder?","Что, опять?","Ah, yine mi?","Ah, de novo?",Znowu?
SAY.WhitemaskGathering.ObjectFlowChart 2.166.Lost Spirit,,Oh oho \n,哦 哦 \n,おやおや\n,哦 哦 \n,Oh oho \n,오 오호호 \n,Kor kor \n,Oh oho \n,"Oh, jo, jo,\n",,"Ох, хо-хо \n",Oh oho \n,Oh oho \n,Och ocho \n
SAY.WhitemaskGathering.ObjectFlowChart 2.167.Lost Spirit,,Hohohoho,嚯嚯嚯嚯,はははは,嚯嚯嚯嚯,Hohohoho,호호호호,Korkorkorkor,Hohohoho,"Jo, jo, jo, jo.",,Хо-хо-хо-хо,Hohohoho,Hohohoho,Hohohoho
SAY.WhitemaskGathering.ObjectFlowChart 2.164.Lost Spirit,,hahahahehehehehiHIHIHIHI!,哈哈哈哈嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿,ハハハ ヒーヒッヒッヒッ,哈哈哈哈嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿,hahahahehehehehiHIHIHIHI,하하하하헤헤헤히히히히히히히,karkarkarkerkerkerkirKIRKIRKIR!,hahahahehehehiHIHIHIHI,"¡Ja, ja, ja, je, je, je, ji, JI, JI, JI!",hahahahehehehehiHIHIHIHI!,хахахахехехехехиИХИХИХИХИ,hahahahahehehehehiHIHIHIHI,hahahahehehehehiHIHIHIHI!,hahahahehehehehiHIHIHIHI!
SAY.WhitemaskGathering.ObjectFlowChart 3.155.Lost Spirit,,I haven't felt happy in such a long time...,我已经很久没有感觉到快乐了.,こんなに幸せに感じたのは久しぶりだ…,我已經很久沒有感覺到快樂了.,Je n'ai jamais ressenti la joie depuis si longtemps...,정말 오랜 시간동안 이렇게 기뻤던 적이 얼마 없어..,Ez nuen hainbeste barre egin ez dakit noiztik...,Non mi sentivo così felice da molto tempo...,Hacía tanto que no me sentía tan feliz...,Ich habe schon lange keinen Frohsinn mehr verspürt...,Я так давно не чувствовал себя счастливым...,Uzun zamandır bu kadar mutlu değildim..,Eu não me sinto feliz há bastante tempo...,Od bardzo dawna nie czułem się szczęśliwy...
SAY.WhitemaskGathering.ObjectFlowChart 2.157.Lost Spirit,,AAHA HAHAH AHAHA HAHA,啊哈哈哈啊哈哈哈,アハハハハ アハハ ハハハ,啊哈哈哈啊哈哈哈,AAHA HAHAH AHAHA HAHA,아하 하하 아하하 하하,KARKARKAAKARKRKKRAKAAKAKAAK,AAHA HAHAH AHAHA HAHA,"AH, JA, JA, JA, JA, JA, JA.",AAHA HAHAH AHAHA HAHA,АХАХ ХАХАХ АХАХА ХАХА,AAHA HAHAH AHAHA HAHA,AAHA HAHAH AHAHA HAHA,AAHA HAHAH AHAHA HAHA
SAY.WhitemaskGathering.ObjectFlowChart 2.158.Lost Spirit,,AHHAHHAHHAHHAHHAHHAHH!,啊哈哈哈哈哈哈哈哈哈哈哈哈,アハハハハハハアハハハ,啊哈哈哈哈哈哈哈哈哈哈哈哈,AHHAHHAHHAHHAHHAHHAHH,아하하아하아하하하아하아하하하,KARARRAKAKAKARKRKRAKRAKRAKRAAARKA!,AHHAHAHAHHAHAHAAHAHAHA,"¡AH, JA, JA, JA, JA, JA ,JA!",AHHAHHAHHAHHAHHAHHAHH!,АХХАХХАХХАХХАХХАХХАХХ,AHHAHHAHHAHHAHHAHHAHH,AHHAHHAHHAHHAHHAHHAHH!,AHHAHHAHHAHHAHHAHHAHH!
